year,region,profession,workforce_supply,population,demand_indicator
2043,Vancouver Island,Other Practitioners,2401.11,188158.0,
2044,Fraser,General Practitioners,3250.19,260204.0,
2044,Fraser,Medical Specialists,2274.63,260204.0,
2044,Fraser,Other Practitioners,3981.85,260204.0,
2044,Interior,General Practitioners,2369.72,280468.0,
2044,Interior,Medical Specialists,1423.37,280468.0,
2044,Interior,Other Practitioners,2680.04,280468.0,
2044,Northern,General Practitioners,423.97,149534.0,
2044,Northern,Medical Specialists,197.39,149534.0,
2044,Northern,Other Practitioners,269.67,149534.0,
2044,Vancouver Coastal,General Practitioners,1416.79,58950.0,
2044,Vancouver Coastal,Medical Specialists,1879.84,58950.0,
2044,Vancouver Coastal,Other Practitioners,1900.32,58950.0,
2044,Vancouver Island,General Practitioners,2090.72,190098.0,
2044,Vancouver Island,Medical Specialists,1402.91,190098.0,
2044,Vancouver Island,Other Practitioners,2425.86,190098.0,
2045,Fraser,General Practitioners,3335.92,267068.0,
2045,Fraser,Medical Specialists,2334.64,267068.0,
2045,Fraser,Other Practitioners,4086.89,267068.0,
2045,Interior,General Practitioners,2414.79,285802.0,
2045,Interior,Medical Specialists,1450.44,285802.0,
2045,Interior,Other Practitioners,2731.01,285802.0,
2045,Northern,General Practitioners,424.63,149768.0,
2045,Northern,Medical Specialists,197.7,149768.0,
2045,Northern,Other Practitioners,270.09,149768.0,
2045,Vancouver Coastal,General Practitioners,1389.15,57800.0,
2045,Vancouver Coastal,Medical Specialists,1843.16,57800.0,
2045,Vancouver Coastal,Other Practitioners,1863.25,57800.0,
2045,Vancouver Island,General Practitioners,2112.02,192034.0,
2045,Vancouver Island,Medical Specialists,1417.2,192034.0,
2045,Vancouver Island,Other Practitioners,2450.57,192034.0,
2046,Fraser,General Practitioners,3424.61,274168.0,
2046,Fraser,Medical Specialists,2396.7,274168.0,
2046,Fraser,Other Practitioners,4195.54,274168.0,
2046,Interior,General Practitioners,2458.22,290942.0,
2046,Interior,Medical Specialists,1476.53,290942.0,
2046,Interior,Other Practitioners,2780.12,290942.0,
2046,Northern,General Practitioners,424.8,149828.0,
2046,Northern,Medical Specialists,197.78,149828.0,
2046,Northern,Other Practitioners,270.2,149828.0,
2046,Vancouver Coastal,General Practitioners,1361.23,56638.0,
2046,Vancouver Coastal,Medical Specialists,1806.11,56638.0,
2046,Vancouver Coastal,Other Practitioners,1825.79,56638.0,
2046,Vancouver Island,General Practitioners,2132.49,193896.0,
2046,Vancouver Island,Medical Specialists,1430.94,193896.0,
2046,Vancouver Island,Other Practitioners,2474.33,193896.0,
